AirName,AircraftModel,Comments,DateFlown,EntertainmentRating,FoodRating,GroundServiceRating,OverallScore,Recommended,ReviewDate,ReviewTitle,ReviewrCountry,Route,SeatComfortRating,SeatType,ServiceRating,TravelType,ValueRating,WifiRating
British Airways,,,December 2019,0,2,1,3,,18th January 2020,"""never fly BA again""", (United Kingdom) ,London to Los Angeles,2,Economy Class,1,Family Leisure,3,1
British Airways,Boeing 737-800,,January 2020,0,3,4,7,yes,17th January 2020,"""need to move with the times""", (United Kingdom) ,Johannesburg to Cape Town,3,Business Class,3,Couple Leisure,4,0
British Airways,,,January 2020,0,1,2,2,,17th January 2020,"""offer a kids free zone""", (United Kingdom) ,London to Bangkok,2,Business Class,1,Business,2,0
British Airways,A380,,January 2020,3,4,4,8,yes,16th January 2020,"""Overall a good flight""", (United Kingdom) ,London to Johannesburg,4,Business Class,4,Couple Leisure,4,2
British Airways,Boeing 777-200 / 747-400,,December 2019,2,4,1,7,yes,14th January 2020,"""a very comfortable flight""", (United Kingdom) ,Boston to Mumbai via London,2,Economy Class,5,Solo Leisure,5,0
British Airways,,,January 2020,0,1,1,1,,12th January 2020,"""my husbands seat was broken""", (United Kingdom) ,Los Angeles to London,1,Business Class,1,Couple Leisure,1,0
British Airways,,,January 2020,2,1,3,2,,12th January 2020,"""My food was bad""", (United Kingdom) ,Gatwick to Cancun,3,Premium Economy,1,Solo Leisure,2,1
British Airways,A320,,January 2020,0,4,5,9,yes,11th January 2020,"""could not fault one aspect of the service""", (United Kingdom) ,London Gatwick to Glasgow,4,Business Class,5,Solo Leisure,4,0
British Airways,Boeing 787-8,,December 2019,0,5,4,10,yes,11th January 2020,"""All in all great service""", (United Kingdom) ,Rio De Janeiro to London Heathrow,5,Business Class,5,Solo Leisure,5,0
British Airways,A320,,January 2020,1,2,4,3,yes,11th January 2020,"""disappointed by the service""", (United Kingdom) ,Gatwick to Tirana,1,Business Class,3,Business,2,5
British Airways,A320,,January 2020,0,5,4,10,yes,11th January 2020,"""Crew very friendly""", (United Kingdom) ,Keflavik to London Heathrow,3,Business Class,5,Couple Leisure,5,0
British Airways,,,January 2020,1,1,2,1,,7th January 2020,"""my food was inedible""", (United Kingdom) ,London Heathrow to Vancouver,1,Economy Class,3,Couple Leisure,1,1
British Airways,,,January 2020,1,1,5,3,,7th January 2020,"""staff were incredibly rude and lazy""", (United Kingdom) ,Tokyo to London Heathrow,2,Economy Class,1,Couple Leisure,1,1
British Airways,A380,,December 2019,4,3,1,5,,6th January 2020,"""job's worth high handed attitude""", (United Kingdom) ,London to Hong Kong,3,Business Class,4,Couple Leisure,3,0
British Airways,Boeing 747,,January 2020,2,2,1,1,,6th January 2020,"""They have the worst customer service""", (United Kingdom) ,Los Angeles to London Heathrow,1,Business Class,3,Family Leisure,1,1
British Airways,A320,,January 2020,0,0,1,3,,5th January 2020,"""BA product is now tired""", (United Kingdom) ,Istanbul to London,2,Economy Class,2,Solo Leisure,1,0
British Airways,,,December 2019,0,1,1,2,,4th January 2020,"""no sandwiches left to purchase""", (United Kingdom) ,London to Bucharest,2,Economy Class,2,Solo Leisure,1,0
British Airways,Boeing 787-9,,December 2019,5,5,4,9,yes,3rd January 2020,"""another very good flight""", (United Kingdom) ,London to Rio De Janeiro,5,Business Class,5,Solo Leisure,5,2
British Airways,A321neo,,December 2019,0,1,3,3,,30th December 2019,"""don't provide free food and drink""", (United Kingdom) ,London to Athens,3,Economy Class,1,Family Leisure,4,0
British Airways,,,December 2019,0,1,1,1,,30th December 2019,"""way below expected service""", (United Kingdom) ,Copenhagen to London,2,Economy Class,1,Solo Leisure,1,0
British Airways,A320,,December 2019,1,2,4,6,yes,29th December 2019,"""onboard charity collection is inappropriate""", (United Kingdom) ,Budapest to Billund via London,3,Economy Class,3,Solo Leisure,3,0
British Airways,,,December 2019,3,4,4,8,yes,27th December 2019,"""staff were so friendly""", (United Kingdom) ,Cape Town to Brussels via London,3,Economy Class,5,Solo Leisure,4,3
British Airways,Boeing 777-300ER,,December 2019,2,5,4,9,yes,27th December 2019,"""comfort and service superb""", (United Kingdom) ,Sydney to Toulouse via Singapore / London,5,Economy Class,5,Solo Leisure,5,1
British Airways,A321neo,,October 2019,0,4,3,7,yes,24th December 2019,"""good overall experience""", (United Kingdom) ,Sofia to London,3,Business Class,4,Solo Leisure,4,0
British Airways,,,December 2019,5,5,5,10,yes,24th December 2019,"""cabin crew were very friendly""", (United Kingdom) ,Edinburgh to Barbados via Gatwick,5,Business Class,5,Couple Leisure,5,0
British Airways,A320,,December 2019,0,0,1,1,,22nd December 2019,"""delayed by 20 mins""", (United Kingdom) ,London to Munich,2,Economy Class,1,Solo Leisure,1,0
British Airways,,,December 2019,0,0,0,1,,21st December 2019,"""middle name was not on her ticket""", (United Kingdom) ,Hong Kong to London,0,Economy Class,0,Family Leisure,2,0
British Airways,,,August 2019,0,0,1,1,,18th December 2019,"""charged 4 times for one bag""", (United Kingdom) ,London to Paris,2,Economy Class,2,Couple Leisure,1,0
British Airways,Boeing 777 - 200,,December 2019,1,1,5,4,,18th December 2019,"""cabin manager did not greet me""", (United Kingdom) ,New York to London,2,Economy Class,2,Business,5,0
British Airways,,,October 2019,0,0,0,1,,16th December 2019,"""no proof I paid for them""", (United States) ,Austin to London,0,Premium Economy,0,Family Leisure,1,0
British Airways,,,December 2019,1,1,1,1,,15th December 2019,"""Awful airline""", (United States) ,Frankfurt to London,1,Economy Class,1,Couple Leisure,1,1
British Airways,,,December 2019,1,1,1,1,,14th December 2019,""" Flight is again delayed""", (United States) ,London to Glasgow,1,Economy Class,1,Solo Leisure,1,1
British Airways,Boeing 747-400,,December 2019,4,4,5,9,yes,13th December 2019,"""This flight was a delight""", (United States) ,London to San Francisco ,3,Business Class,5,Business,4,5
British Airways,A319,,December 2019,0,5,1,1,,11th December 2019,"""we had to print out boarding passes""", (United States) ,Heathrow to Belfast,2,Economy Class,5,Couple Leisure,3,0
British Airways,A380,,October 2019,1,5,5,9,yes,10th December 2019,"""You get what you pay for""", (United States) ,London to Singapore,4,Business Class,5,Solo Leisure,5,1
British Airways,,,November 2019,0,0,3,1,,8th December 2019,"""Awful, rude airline""", (United States) ,Toulouse to London,1,Economy Class,1,Business,1,0
British Airways,A319,,November 2019,0,5,5,8,yes,8th December 2019,"""Seats the same as economy""", (United States) ,London Heathrow to Stockholm,3,Business Class,5,Solo Leisure,4,0
British Airways,A380,,November 2019,3,3,2,1,,8th December 2019,"""we had limited recline seats seats""", (United States) ,Johannesburg to London,1,Economy Class,3,Family Leisure,1,0
British Airways,A380,,December 2019,3,3,3,7,yes,8th December 2019,"""Overall a good flight""", (United States) ,Johannesburg to London,3,Business Class,3,Couple Leisure,4,0
British Airways,Boeing 747-400,,November 2019,5,5,5,9,yes,8th December 2019,"""crew are so friendly""", (Sweden) ,London Heathrow to Miami,4,First Class,5,Solo Leisure,5,1
British Airways,A319,,November 2019,0,5,5,8,yes,8th December 2019,"""excellent with service""", (Sweden) ,Stockholm to London Heathrow,3,Business Class,5,Solo Leisure,4,0
British Airways,Boeing 777-300,,November 2019,2,4,3,8,yes,8th December 2019,"""cabin crew where fantastic""", (Sweden) ,London to Sydney via Singapore,3,Economy Class,4,Couple Leisure,4,0
British Airways,Boeing 747-400,,November 2019,1,3,1,1,,4th December 2019,"""utter nightmares""", (Sweden) ,London to New York JFK,1,Business Class,4,Couple Leisure,1,0
British Airways,Boeing 777-200,,December 2019,3,3,3,3,,4th December 2019,"""the shortage of staff""", (Sweden) ,Gatwick to Bridgetown,3,Business Class,2,Solo Leisure,2,0
British Airways,Boeing 777,,November 2019,3,2,4,5,,2nd December 2019,"""lacks personalized attention""", (Sweden) ,Brussels to Bangkok via London,4,Business Class,2,Business,3,0
British Airways,Boeing 777-200,,November 2019,0,2,1,1,,28th November 2019,"""missed my connecting flight""", (Sweden) ,San Francisco to Oslo via London,1,Economy Class,2,Business,1,0
British Airways,,,November 2019,0,0,1,4,,27th November 2019,"""said that I need to check my baggage""", (Sweden) ,Los Angeles to Berlin via London,3,Economy Class,1,Couple Leisure,1,0
British Airways,A380,,November 2019,3,3,3,7,yes,26th November 2019,"""inflight service was distinctly average""", (Sweden) ,London to Johannesburg ,3,Business Class,3,Couple Leisure,3,0
British Airways,,,November 2019,0,2,2,3,,25th November 2019,"""delayed due to maintenance""", (Sweden) ,London to Bangalore,4,Premium Economy,4,Business,2,0
British Airways,,,November 2019,0,3,5,10,yes,24th November 2019,"""cabin crew were so kind""", (United Kingdom) ,London to Sydney via Singapore,5,Economy Class,5,Solo Leisure,5,0
British Airways,,,November 2019,0,0,1,1,,24th November 2019,"""Will never fly BA again""", (United Kingdom) ,Lisbon to London,1,Economy Class,0,Solo Leisure,1,0
British Airways,,,November 2019,0,0,4,3,,20th November 2019,"""very disappointed with the service they provide""", (United Kingdom) ,London Heathrow to Glasgow,4,Economy Class,3,Solo Leisure,2,0
British Airways,Boeing 787-9,,November 2019,4,4,5,9,yes,19th November 2019,"""Surprisingly good flight""", (United Kingdom) ,doha to londonDoha to London,5,Economy Class,5,Family Leisure,5,0
British Airways,,,November 2019,1,2,3,4,,18th November 2019,"""plane was old and cramped""", (United Kingdom) ,London to Buenos Aires,2,Economy Class,3,Family Leisure,2,1
British Airways,A380,,November 2019,2,3,3,5,,18th November 2019,"""Movie selection below average""", (United Kingdom) ,San Francisco to London,4,Economy Class,2,Couple Leisure,3,0
British Airways,Boeing 777-300,,November 2019,1,1,2,1,,18th November 2019,"""What a disappointment of an airline""", (United Kingdom) ,Sydney to Singapore,1,Business Class,1,Business,1,1
British Airways,Boeing 777,,November 2019,1,1,1,1,,18th November 2019,"""I begrudge flying with them""", (United Kingdom) ,London to Mauritius,1,Economy Class,4,Family Leisure,2,1
British Airways,,,November 2019,5,5,5,10,yes,17th November 2019,"""excellent premium host service""", (United Kingdom) ,Los Angeles to Amsterdam via London,5,Business Class,5,Business,5,5
British Airways,Boeing 747-400,,November 2019,1,2,2,2,,16th November 2019,"""a remarkably bad experience""", (United Kingdom) ,London to Vancouver,2,Economy Class,2,Solo Leisure,3,0
British Airways,Boeing 747-400,,November 2019,1,1,1,2,,16th November 2019,"""It used to be a good airline""", (Australia) ,New York to Paris via London,1,Economy Class,1,Couple Leisure,1,2
British Airways,A320,,November 2019,0,2,5,2,,13th November 2019,"""left a great deal to be desired""", (Australia) ,London Heathrow to Lisbon,4,Business Class,1,Couple Leisure,2,0
British Airways,Boeing 777,,November 2019,4,4,4,9,yes,13th November 2019,"""Food was fairly good both ways""", (Australia) ,London to Boston,4,Economy Class,4,Solo Leisure,3,1
British Airways,A320,,November 2019,5,3,5,9,yes,12th November 2019,"""a very friendly and welcoming crew""", (Australia) ,Tirana to London ,4,Economy Class,5,Business,5,5
British Airways,Boeing 747-400,,November 2019,5,5,5,10,yes,11th November 2019,"""Great service on this flight""", (Australia) ,Gatwick to St Lucia,5,Economy Class,5,Solo Leisure,5,0
British Airways,,,November 2019,5,4,5,10,yes,11th November 2019,"""They were friendly, welcoming""", (Australia) ,London to Singapore,4,Economy Class,5,Family Leisure,4,0
British Airways,,,November 2019,2,3,4,3,,10th November 2019,"""find an alternative airline""", (Australia) ,London to San Francisco,1,Economy Class,4,Solo Leisure,2,0
British Airways,A320,,September 2019,0,4,5,9,yes,10th November 2019,"""pleased with all aspects""", (Australia) ,Gatwick to Venice,4,Business Class,5,Couple Leisure,4,0
British Airways,,,September 2019,0,0,0,1,,7th November 2019,"""still awaiting a refund""", (Australia) ,Bordeaux to Gatwick,0,Economy Class,0,Couple Leisure,1,0
British Airways,Boeing 787-9,,October 2019,5,5,4,10,yes,2nd November 2019,"""loved every minute of the flight""", (Australia) ,Seychelles to London,5,Business Class,5,Couple Leisure,5,0
British Airways,A320,,October 2019,0,0,1,1,,2nd November 2019,"""don’t trust BA with your loved ones""", (United Kingdom) ,London to Belfast,3,Economy Class,2,Couple Leisure,2,0
British Airways,,,October 2019,0,0,1,1,,31st October 2019,"""downgraded to premium economy""", (United Kingdom) ,London to Cape Town,0,Premium Economy,0,Business,1,0
British Airways,Boeing 787,,October 2019,1,4,3,5,,31st October 2019,"""seems they were understaffed""", (United Kingdom) ,San Jose to London,2,Business Class,4,Couple Leisure,2,0
British Airways,A321neo,,October 2019,0,1,3,4,yes,31st October 2019,"""offering an ultra low cost service""", (United Kingdom) ,London Heathrow to Edinburgh,1,Economy Class,3,Solo Leisure,3,0
British Airways,Boeing 777-200,,October 2019,5,4,5,8,yes,30th October 2019,"""Food was fine and service friendly""", (United Kingdom) ,Gatwick to Barbados,4,Economy Class,4,Family Leisure,5,5
British Airways,Boeing 777,,October 2019,5,5,5,9,yes,30th October 2019,"""Service was fantastic""", (United Kingdom) ,Toronto to London,3,Economy Class,5,Couple Leisure,5,0
British Airways,,,October 2019,5,1,1,1,,29th October 2019,"""check in counter was closed""", (United Kingdom) ,Jeddah to London,1,Economy Class,1,Solo Leisure,1,0
British Airways,,,October 2019,0,0,2,3,,29th October 2019,"""no free food nor drink""", (United Kingdom) ,Zurich to London,1,Economy Class,1,Business,3,0
British Airways,A380,,October 2019,4,5,5,10,yes,29th October 2019,"""we had an excellent flight""", (United Kingdom) ,San Francisco to London,5,Business Class,5,Couple Leisure,4,0
British Airways,A319,,October 2019,0,5,5,10,yes,27th October 2019,"""very happy with this short flight""", (United Kingdom) ,London to Belfast,5,Business Class,5,Solo Leisure,5,0
British Airways,,,April 2019,2,3,2,1,,27th October 2019,"""Worst customer experience""", (United Kingdom) ,London Gatwick to Salzburg ,2,Economy Class,3,Couple Leisure,2,2
British Airways,,,October 2019,0,2,1,1,,26th October 2019,"""three hours to get rebooking""", (United Kingdom) ,Frankfurt to London,1,Economy Class,4,Business,1,0
British Airways,,,October 2019,3,2,3,10,,25th October 2019,"""an awesome experience""", (United Kingdom) ,Hyderabad to San Francisco via London,3,Economy Class,5,Business,3,0
British Airways,Boeing 747-400,,October 2019,4,1,3,2,,25th October 2019,"""seat are surprisingly comfortable""", (United Kingdom) ,Vancouver to London,4,Business Class,1,Business,2,0
British Airways,A320,,October 2019,0,0,1,1,,25th October 2019,"""clueless staff full of attitude""", (United Kingdom) ,London to Malaga,1,Economy Class,1,Solo Leisure,1,0
British Airways,A320,,October 2019,0,0,1,3,,24th October 2019,"""Extremely poor communication""", (United Kingdom) ,Brussels to London,4,Economy Class,4,Business,2,0
British Airways,Boeing 777,,October 2019,0,1,3,1,,20th October 2019,"""The seat was uncomfortable""", (United Kingdom) ,London to Singapore,1,Premium Economy,1,Couple Leisure,1,0
British Airways,Boeing 787,,October 2019,3,2,2,2,,20th October 2019,"""did not mention it was normal coffee""", (United Kingdom) ,Kuala Lumpur to Glasgow via London,5,Premium Economy,1,Solo Leisure,1,0
British Airways,Boeing 787-900,,October 2019,5,5,5,10,yes,20th October 2019,"""crew were very attentive""", (United Kingdom) ,London Heathrow to Seychelles,5,Business Class,5,Couple Leisure,5,0
British Airways,,,October 2019,0,0,1,1,,19th October 2019,"""45 minutes before my bag came""", (United Kingdom) ,Edinburgh to London Heathrow,3,Economy Class,3,Couple Leisure,1,0
British Airways,A321,,September 2019,4,4,4,8,yes,16th October 2019,"""comfortable seats""", (Jordan) ,Amman to London,4,Economy Class,4,Couple Leisure,4,0
